,symbol,period,pin,alpha,delta,mu,eps_b,eps_s
16546,SHOW3,2022-10-31,0.1942295825774362,0.2166636280626541,0.3076913524642221,626.472119281695,239.6982553565612,323.39937673044415
22828,ODPV3,2022-10-31,0.1657745277145307,0.2500020765290595,0.4000025165197734,3615.373512357218,2281.524696986582,2266.9149350954085
28581,BRPR3,2022-10-31,0.1682158359869837,0.316664969211457,0.3684131200634797,2482.4077547677216,1859.3504981703384,2027.6707201774864
33025,LUPA3,2022-10-31,0.1975008757655774,0.3166600522081425,0.1052600513926458,1043.3004138528468,596.0460544606553,746.3423747986503
39993,YDUQ3,2022-10-31,0.1693321512815328,0.2999894610511552,0.222203387626702,9436.98558341356,6610.73981851343,7276.862277518428
43223,G2DI33,2022-10-31,0.316326818202284,0.3166689306428742,0.2631631987326661,2049.8547789738395,747.2618625537899,655.6845458474222
46238,INEP3,2022-10-31,0.2574875901891241,0.3500020401264574,0.2857022016934525,1153.9928162335796,515.7277326939791,648.9910923193909
48908,ENJU3,2022-10-31,0.3464833228362677,0.3666600104402277,0.0454528334181067,2185.721165130093,737.9116349774758,773.6736077779053
56735,LAND3,2022-10-31,0.2409441954889291,0.3165449882004959,0.1580206645180973,126.87411873102803,61.75972458407159,64.76217910322299
57095,AURA33,2022-10-31,0.2866897037045772,0.4499951689930589,0.2963194072503136,3440.5039657868792,1615.6792971780412,2236.4096902790325
62467,OIBR3,2022-10-31,0.2556501763041536,0.2499901021711444,0.333317031458788,12695.282378419435,3585.66784737986,5654.847071740269
75218,COGN3,2022-10-31,0.2128183765316493,0.3333394823933957,0.3000103053468892,13303.50422718035,7088.282659364504,9314.541523347223
78016,PGMN3,2022-10-31,0.1812608497138433,0.3333328751619551,0.2500050485280576,2265.500393783529,1830.748207878333,1580.2684214428473
81431,EVEN3,2022-10-31,0.1811100475520915,0.3500078238409321,0.2380978814530533,1958.7121403251367,1363.4659858940513,1736.3175368823477
84406,MEAL3,2022-10-31,0.1636517131999312,0.266669968267601,0.3124970040010493,1448.466442379717,956.2934204976926,1017.7157359144406
85136,MOVI3,2022-10-31,0.1609457014752581,0.4666633741125806,0.2857245136212599,2975.4933834412686,3407.6514128594185,3831.262138806741
87209,PLPL3,2022-10-31,0.1786430289391677,0.4166722998891528,0.3999977454617696,584.0132767108164,512.4276019070146,606.4001334438333
89611,TCSA3,2022-10-31,0.1802795707734696,0.3333413823088256,0.3000168705510129,374.8822383135288,285.7944663345694,282.4082947043246
544,TPIS3,2022-11-30,0.2406875973755453,0.2000016931753433,0.1666628663450907,966.6357065670762,224.90106016625785,385.00547643199286
3763,ABEV3,2022-11-30,0.1545303567062562,0.4833451660455297,0.2068819442447581,11637.546635583612,14265.918665253175,16509.433097675334
9720,CMIN3,2022-11-30,0.2225626406701495,0.5333268889675737,0.3124832271137763,3809.563769214125,3268.7201991927186,3828.3952346914166
10455,ESPA3,2022-11-30,0.1832688357585709,0.3833282188215111,0.3478354903632366,2202.628675024448,1669.9694531309156,2092.756478177932
11671,BMOB3,2022-11-30,0.1530620376958645,0.3666568000861568,0.3636505056064604,731.3363467080446,689.5030881673395,794.2478645909503
16564,SHOW3,2022-11-30,0.1768774408780542,0.24999872852379,0.2666657911508356,467.1353363626865,241.71761983793243,301.7486300622355
18096,BEEF3,2022-11-30,0.1469036746152161,0.3999961232392593,0.1249982728745913,6848.272547866255,7508.178656690974,8399.332271789903
22425,BPAN4,2022-11-30,0.176457693535546,0.4500123518941182,0.1111164195447809,3065.726670326063,2826.6896881076214,3612.084324126631
33043,LUPA3,2022-11-30,0.1650040301867913,0.3166689843072576,0.1579020387165446,1045.9192465593287,794.2963998333397,881.7788434193872
34122,FHER3,2022-11-30,0.1489095946677571,0.2500009930668209,0.2666723798695847,656.9671435836019,427.4678656357469,511.25716215271575
35219,CRPG5,2022-11-30,0.1458787029188686,0.0666666691333108,0.2500013924182875,178.3001877851082,26.419011255800108,43.17761948300453
44784,HBSA3,2022-11-30,0.1457534388195756,0.1999967113228506,0.2499817588351592,4716.35633401204,2312.936995276621,3215.3921652435524
47305,BRAP4,2022-11-30,0.1985214969482411,0.5166698647957362,0.0645138725556362,4758.172453109093,3940.316228686904,5984.84675362985
48926,ENJU3,2022-11-30,0.358013445740142,0.350004918076231,0.0952363775767028,1944.5405364222747,563.2862738339883,657.157405812543
56753,LAND3,2022-11-30,0.2565295874046819,0.3015394997935447,0.0,132.82767309124023,56.81376697550638,59.26666134659726
64724,PRNR3,2022-11-30,0.1627989340130991,0.3500004540520569,0.0476210997882924,346.5753166727345,259.38292446640764,364.41575675593725
66088,ROMI3,2022-11-30,0.1751649532986043,0.4166731954443881,0.079997350125744,1143.9861139494565,886.1713753295758,1358.414388175801
78034,PGMN3,2022-11-30,0.1716520670894439,0.2333313875349544,0.2142788288550672,2640.849001726383,1527.1093094249895,1446.4765894899897
84424,MEAL3,2022-11-30,0.163280853306576,0.2333367142970738,0.2142860012033417,1822.7055689407955,1039.5455449932629,1139.8900737615224
86032,PARD3,2022-11-30,0.1906892525987108,0.4000030398323773,0.0833319639881918,988.4953148481576,660.8139762844735,1017.3214211200929
86849,NEOE3,2022-11-30,0.1535950979805199,0.3999918422012745,0.0833344587860101,2500.8589626355924,2383.9172555489804,3128.4881355917287
87227,PLPL3,2022-11-30,0.1918457193635725,0.400001387221976,0.3333373747438447,681.3221738091393,517.6872974369912,630.3504959328252
89629,TCSA3,2022-11-30,0.2155210475806444,0.3667302127754101,0.1817878657216615,318.11268696921115,193.2943162467625,231.3441054757069
565,TPIS3,2022-12-29,0.1704312320878216,0.1000005004291927,6.030966532627553e-10,1074.9622449675696,183.20386246117891,340.0333146620926
6377,TTEN3,2022-12-29,0.1557904825354556,0.4166693851148608,0.160003229765808,1904.116642802629,1931.4698728781227,2367.7975728784777
6621,FESA4,2022-12-29,0.157019802458848,0.3499989504756719,0.2857112174874638,477.7002966874952,394.2156223069513,503.3892454961688
8298,MRVE3,2022-12-29,0.1758410041960521,0.4333249537124777,0.1922949273104237,9886.033301254556,8493.050830957187,11585.234259407154
13972,ANIM3,2022-12-29,0.1716132296171524,0.3833292740119575,0.347871346231039,3699.3094468783056,3081.3929651582853,3763.632027258645
16585,SHOW3,2022-12-29,0.1871905998789536,0.2833323430946032,0.1176485478911035,516.1744011849889,279.0335723057256,356.00089423926954
19207,TRIS3,2022-12-29,0.1600181315460716,0.2499997363105485,0.3333323084900137,1721.4655475464303,1015.6997933366542,1243.416576721643
22446,BPAN4,2022-12-29,0.1893035349836643,0.4166760200700893,0.1200056058330167,3455.8548791825333,2540.896483676135,3625.814002167045
33064,LUPA3,2022-12-29,0.1664171191571067,0.3833410368486572,7.051088005034109e-12,798.9040715512649,687.4854702189014,846.5335167575246
34143,FHER3,2022-12-29,0.1708221989962478,0.3333305099494129,0.1499953477240447,439.5370527175427,289.407877771552,421.7629224127389
