,symbol,period,pin,alpha,delta,mu,eps_b,eps_s
9154,DESK3,2023-06-29,0.2317329924931328,0.3458251976148129,0.8554182365003105,213.28876338944497,126.94358900826396,117.59585662921398
24722,ELET3,2023-06-29,0.1655108641078797,0.5333432559042373,0.9375118341107014,9261.072796898305,15028.60812246052,9875.000746481466
27433,KRSA3,2023-06-29,0.289508857121561,0.4333376393710196,0.8846207217912393,309.6497883824731,226.4598533416019,102.84187801674337
34268,FHER3,2023-06-29,0.2215593500585297,0.3982264329120226,0.7920057912741336,170.30327681865518,129.22401758845308,109.0564875345432
42463,MDNE3,2023-06-29,0.2032186276721276,0.2999988582783224,0.9999999990107412,597.6902170127487,375.5498562503658,327.4761769324181
56899,LAND3,2023-06-29,0.2407899721728968,0.1499984709515427,0.8888882463803514,292.6436457306195,84.46079105762766,53.94347279577789
63605,EUCA4,2023-06-29,0.202545948547163,0.3349624953346982,0.7008990034756004,73.4992030431804,50.89588357694901,46.03472098795304
63848,POMO4,2023-06-29,0.1778264667934387,0.5500119955799063,0.7272661023006107,3811.9925389432856,5934.669848469483,3759.068561385835
71963,CPLE6,2023-06-29,0.1635541904382655,0.4666681968543632,0.714294338874544,5365.303155989559,7252.972901026235,5551.998269332152
81650,CAML3,2023-06-29,0.1978065955140879,0.4500005374515372,0.888887148709121,2321.485411443845,2430.77923326272,1805.8192848966487
83831,SLED4,2023-06-29,0.3645588514264887,0.1000022833395636,1.0,1559.0743482664263,197.33344233321736,74.42586668979314
2712,BRIT3,2023-07-31,0.1834468972243659,0.2500026121433977,0.6666691991390961,871.5730238822575,511.8593372777856,458.03045619214447
15826,BRKM5,2023-07-31,0.1528966989298234,0.216674265847069,0.9230677229682492,11733.178295158456,8379.905832040022,5705.237443737879
20692,DASA3,2023-07-31,0.1686562608957956,0.4333351157888051,0.6923140473334558,1071.7806804374982,1291.3011408602683,998.0266005375144
51580,JSLG3,2023-07-31,0.1809426125260611,0.3000027547505537,0.6666736977539792,809.8329457822806,563.172498822737,536.5779773414331
58218,CXSE3,2023-07-31,0.2597688726551202,0.4999951785564058,0.6666747289015724,2885.117108186866,1940.0305575572704,2170.60993955272
61607,COCE5,2023-07-31,0.2494704682770381,0.3821315228426606,0.8247759850822004,75.27240465207447,42.41380443777388,44.12229156172088
68297,POSI3,2023-07-31,0.1581616690208169,0.4500074970992303,0.7777780260789224,1922.592284361673,2427.9836333760577,2177.0669112506803
69631,ONCO3,2023-07-31,0.159598058457087,0.3166621621782889,0.7368351856320197,2068.7601304292693,1898.0036975617215,1551.572590689726
70458,SAPR11,2023-07-31,0.166775098276472,0.4666691803941197,0.92857570482422,1216.487865727553,1634.9117647728513,1201.3606239790406
83851,SLED4,2023-07-31,0.3259501639474189,0.1333351820456995,1.0,1338.9911966551067,255.0667850404584,114.13456761274506
84590,MEAL3,2023-07-31,0.225371959514467,0.3833370840825951,0.6521750818575742,1053.2631854316724,838.4929096334951,549.2565685325327
13527,JHSF3,2023-08-28,0.1862862167651867,0.4500086968824981,0.7777683018196975,2401.522102100138,2536.361967796395,2184.25153838417
20712,DASA3,2023-08-28,0.2037531401746661,0.4333345551369004,0.88460863815119,1393.7387190326683,1331.339036740059,1028.8571766295404
25008,AMER3,2023-08-28,0.233417178862251,0.3333369615390132,0.7500008827222966,2035.089080322501,753.7892812406449,1474.0977388540923
39236,PORT3,2023-08-28,0.1935896335841804,0.3333300845003952,0.7999968784370769,734.4461429807482,582.4075304268448,437.3771205701409
45455,TFCO4,2023-08-28,0.2160525745953192,0.3333413831136051,0.7499746709568693,274.8226770998496,183.09932836854097,149.30700598547534
58833,GFSA3,2023-08-28,0.1694178972932015,0.0833282315875887,1.0,9013.758068136043,2261.0831256220745,1421.2353249497212
59185,IRBR3,2023-08-28,0.1687375320204828,0.3833284918117748,0.9565148229776996,3764.882521458643,4196.206542108098,2913.456352001035
59407,CGRA3,2023-08-28,0.3251644472090279,0.3000053141708119,0.9999999982918444,45.97380660852248,20.266647785643727,8.357615136485492
61627,COCE5,2023-08-28,0.209680021905294,0.3505041881888798,0.9455255962759438,54.90698190436639,36.13842868023315,36.39975738227948
76149,SEER3,2023-08-28,0.1747397968621391,0.3333304591825679,0.7499997664101341,1454.9027368078123,1202.8706834834502,1087.5119252793224
77004,RAIZ4,2023-08-28,0.2731317643892219,0.5333506918944393,0.7812470278828292,9270.317291419327,7492.645591483119,5665.386518903166
